Account_No,Reps,Sets,Time,Exercise_ID
1298,8,1,20/03/2016 10:09,18
1300,10,1,20/03/2016 10:09,2
1298,10,1,20/03/2016 10:09,2
1300,8,1,20/03/2016 10:09,2
1235,8,1,20/03/2016 10:09,2
1238,10,1,20/03/2016 10:09,2
1298,10,1,20/03/2016 10:09,34
1391,10,1,20/03/2016 10:09,34
1239,0,1,20/03/2016 10:09,33
1300,6,1,21/03/2016 11:33,7
1298,6,1,21/03/2016 11:33,7
1391,6,1,21/03/2016 11:33,7
1298,6,1,21/03/2016 11:33,7
1391,6,1,21/03/2016 11:33,7
1200,6,1,21/03/2016 11:33,7
1238,6,1,21/03/2016 11:33,7
1300,6,1,21/03/2016 11:33,7
1238,6,1,21/03/2016 11:33,7
1300,12,1,21/03/2016 11:33,8
1238,12,1,21/03/2016 11:33,8
1391,12,1,21/03/2016 11:33,8
1235,12,1,21/03/2016 11:33,9
1238,11,1,21/03/2016 11:33,9
1235,6,1,21/03/2016 11:33,4
1391,6,1,21/03/2016 11:33,4
1239,6,1,21/03/2016 11:33,4
1391,6,1,21/03/2016 11:33,4
1239,6,1,21/03/2016 11:33,4
1300,6,1,21/03/2016 11:33,4
1300,6,1,21/03/2016 11:33,4
1239,6,1,21/03/2016 11:33,4
1300,6,1,21/03/2016 11:33,4
1239,12,1,21/03/2016 11:33,5
1239,12,1,21/03/2016 11:33,5
1239,12,1,21/03/2016 11:33,5
1298,12,1,21/03/2016 11:33,6
1238,11,1,21/03/2016 11:33,6
1238,12,1,23/03/2016 18:35,10
1300,8,1,23/03/2016 18:35,10
1298,15,1,23/03/2016 18:35,10
1300,15,1,23/03/2016 18:35,10
1400,10,1,23/03/2016 18:35,10
1300,12,1,23/03/2016 18:35,10
1239,8,1,23/03/2016 18:35,10
1235,15,1,23/03/2016 18:35,10
1300,15,1,23/03/2016 18:35,10
1237,10,1,23/03/2016 18:35,10
1239,6,1,25/03/2016 16:22,3
1391,8,1,25/03/2016 16:22,3
1239,6,1,25/03/2016 16:22,3
1298,6,1,25/03/2016 16:22,3
1239,6,1,25/03/2016 16:22,3
1391,6,1,25/03/2016 16:22,1
1239,8,1,25/03/2016 16:22,1
1239,6,1,25/03/2016 16:22,1
1400,6,1,25/03/2016 16:22,1
1300,6,1,25/03/2016 16:22,1
1300,6,1,28/03/2016 15:20,4
1237,6,1,28/03/2016 15:20,4
1237,6,1,28/03/2016 15:20,4
1391,6,1,28/03/2016 15:20,4
1238,8,1,28/03/2016 15:20,4
1239,6,1,28/03/2016 15:20,4
1300,8,1,28/03/2016 15:20,4
1239,8,1,28/03/2016 15:20,4
1697,8,1,28/03/2016 15:20,4
1238,6,1,28/03/2016 15:20,7
1237,6,1,28/03/2016 15:20,7
1237,6,1,28/03/2016 15:20,7
1298,6,1,28/03/2016 15:20,7
1401,8,1,28/03/2016 15:20,7
1238,6,1,28/03/2016 15:20,7
1237,8,1,28/03/2016 15:20,7
1238,8,1,28/03/2016 15:20,7
1239,8,1,28/03/2016 15:20,7
1298,12,1,30/03/2016 20:18,10
1298,12,1,30/03/2016 20:18,10
1391,8,1,30/03/2016 20:18,10
1237,12,1,30/03/2016 20:18,10
1300,10,1,30/03/2016 20:18,10
1237,8,1,30/03/2016 20:18,26
1298,8,1,30/03/2016 20:18,26
1238,8,1,30/03/2016 20:18,26
1300,12,1,30/03/2016 20:18,10
1298,12,1,30/03/2016 20:18,10
1239,8,1,30/03/2016 20:18,10
1298,12,1,30/03/2016 20:18,10
1298,10,1,30/03/2016 20:18,10
1300,8,1,30/03/2016 20:18,26
1300,8,1,30/03/2016 20:18,26
1238,8,1,30/03/2016 20:18,26
1391,10,1,03/04/2016 13:08,34
1298,8,1,03/04/2016 13:08,34
1238,8,1,03/04/2016 13:08,2
1298,9,1,03/04/2016 13:08,2
1298,8,1,03/04/2016 13:08,2
1200,8,1,03/04/2016 13:08,2
1300,9,1,03/04/2016 13:08,2
1239,8,1,03/04/2016 13:08,18
1400,8,1,03/04/2016 13:08,18
1298,9,1,03/04/2016 13:08,18
1400,8,1,03/04/2016 13:08,18
1300,8,1,03/04/2016 13:08,18
1298,8,1,03/04/2016 13:08,18
1238,8,1,03/04/2016 13:08,18
1237,10,1,03/04/2016 13:08,35
1298,8,1,03/04/2016 13:08,35
1391,8,1,03/04/2016 13:08,2
1401,9,1,03/04/2016 13:08,2
1239,8,1,03/04/2016 13:08,2
1300,8,1,03/04/2016 13:08,2
1300,9,1,03/04/2016 13:08,2
1200,8,1,03/04/2016 13:08,19
1237,8,1,03/04/2016 13:08,19
1300,9,1,03/04/2016 13:08,19
1239,8,1,03/04/2016 13:08,19
1239,8,1,03/04/2016 13:08,19
1298,8,1,03/04/2016 13:08,19
1298,8,1,03/04/2016 13:08,19
1239,8,1,03/04/2016 17:02,10
1300,8,1,03/04/2016 17:02,10
1235,8,1,03/04/2016 17:02,10
1239,14,1,03/04/2016 17:02,10
1239,12,1,03/04/2016 17:02,14
1697,12,1,03/04/2016 17:02,14
1298,10,1,03/04/2016 17:02,26
1391,10,1,03/04/2016 17:02,26
1238,10,1,03/04/2016 17:02,26
1239,10,1,03/04/2016 17:02,27
1400,10,1,03/04/2016 17:02,27
1298,9,1,03/04/2016 17:02,27
1298,15,1,03/04/2016 17:02,13
1401,15,1,03/04/2016 17:02,13
1237,12,1,03/04/2016 17:02,13
1239,8,1,03/04/2016 17:02,10
1300,8,1,03/04/2016 17:02,10
1237,8,1,03/04/2016 17:02,10
1298,14,1,03/04/2016 17:02,10
1235,12,1,03/04/2016 17:02,12
1298,12,1,03/04/2016 17:02,12
1400,10,1,03/04/2016 17:02,26
1237,10,1,03/04/2016 17:02,26
1300,10,1,03/04/2016 17:02,26
1238,10,1,03/04/2016 17:02,25
1238,10,1,03/04/2016 17:02,25
1239,9,1,03/04/2016 17:02,25
1300,15,1,03/04/2016 17:02,13
1239,15,1,03/04/2016 17:02,13
1298,12,1,03/04/2016 17:02,13
1298,7,1,05/04/2016 18:38,7
1298,7,1,05/04/2016 18:38,7
1391,6,1,05/04/2016 18:38,7
1300,6,1,05/04/2016 18:38,7
1300,7,1,05/04/2016 18:38,7
1239,7,1,05/04/2016 18:38,7
1391,7,1,05/04/2016 18:38,7
1400,8,1,05/04/2016 18:38,7
1300,6,1,05/04/2016 18:38,7
1239,6,1,05/04/2016 18:38,7
1235,6,1,05/04/2016 18:38,7
1298,12,1,05/04/2016 18:38,9
1238,10,1,05/04/2016 18:38,9
1300,10,1,05/04/2016 18:38,9
1400,12,1,05/04/2016 18:38,20
1239,12,1,05/04/2016 18:38,20
1298,12,1,05/04/2016 18:38,20
1697,10,1,05/04/2016 18:38,20
1239,7,1,05/04/2016 18:38,4
1238,7,1,05/04/2016 18:38,4
1400,6,1,05/04/2016 18:38,4
1391,6,1,05/04/2016 18:38,4
1298,7,1,05/04/2016 18:38,4
1400,7,1,05/04/2016 18:38,4
1238,7,1,05/04/2016 18:38,4
1300,8,1,05/04/2016 18:38,4
1391,6,1,05/04/2016 18:38,4
1298,6,1,05/04/2016 18:38,4
1391,6,1,05/04/2016 18:38,4
1697,12,1,05/04/2016 18:38,6
1239,10,1,05/04/2016 18:38,6
1238,10,1,05/04/2016 18:38,6
1235,12,1,05/04/2016 18:38,20
1298,12,1,05/04/2016 18:38,20
1298,12,1,05/04/2016 18:38,20
1401,10,1,05/04/2016 18:38,20
1391,8,1,07/04/2016 19:04,3
1238,6,1,07/04/2016 19:04,3
1239,8,1,07/04/2016 19:04,3
1298,8,1,07/04/2016 19:04,3
1298,7,1,07/04/2016 19:04,3
1300,7,1,07/04/2016 19:04,3
1391,5,1,07/04/2016 19:04,3
1238,10,1,07/04/2016 19:04,18
1239,10,1,07/04/2016 19:04,18
1391,10,1,07/04/2016 19:04,18
1300,10,1,07/04/2016 19:04,2
1391,10,1,07/04/2016 19:04,2
1401,10,1,07/04/2016 19:04,2
1239,13,1,07/04/2016 19:04,22
1400,14,1,07/04/2016 19:04,22
1300,8,1,07/04/2016 19:04,30
1400,8,1,07/04/2016 19:04,1
1200,6,1,07/04/2016 19:04,1
1239,8,1,07/04/2016 19:04,1
1391,8,1,07/04/2016 19:04,1
1391,7,1,07/04/2016 19:04,1
1697,7,1,07/04/2016 19:04,1
1298,5,1,07/04/2016 19:04,1
1238,10,1,07/04/2016 19:04,19
1401,10,1,07/04/2016 19:04,19
1401,10,1,07/04/2016 19:04,19
1239,10,1,07/04/2016 19:04,2
1298,10,1,07/04/2016 19:04,2
1298,10,1,07/04/2016 19:04,2
1401,13,1,07/04/2016 19:04,24
1298,14,1,07/04/2016 19:04,24
1400,8,1,07/04/2016 19:04,30
1200,11,1,08/04/2016 20:11,10
1298,10,1,08/04/2016 20:11,10
1300,10,1,08/04/2016 20:11,10
1298,10,1,08/04/2016 20:11,10
1298,8,1,08/04/2016 20:11,10
1400,12,1,08/04/2016 20:11,13
1238,12,1,08/04/2016 20:11,13
1237,15,1,08/04/2016 20:11,13
1300,12,1,08/04/2016 20:11,14
1237,12,1,08/04/2016 20:11,14
1391,12,1,08/04/2016 20:11,14
1238,12,1,08/04/2016 20:11,14
1401,8,1,08/04/2016 20:11,27
1298,8,1,08/04/2016 20:11,27
1239,12,1,08/04/2016 20:11,27
1298,11,1,08/04/2016 20:11,10
1298,10,1,08/04/2016 20:11,10
1239,10,1,08/04/2016 20:11,10
1697,10,1,08/04/2016 20:11,10
1239,8,1,08/04/2016 20:11,10
1298,12,1,08/04/2016 20:11,13
1300,12,1,08/04/2016 20:11,13
1391,15,1,08/04/2016 20:11,13
1300,12,1,08/04/2016 20:11,12
1298,12,1,08/04/2016 20:11,12
1401,12,1,08/04/2016 20:11,12
1239,12,1,08/04/2016 20:11,12
1238,8,1,08/04/2016 20:11,25
1300,8,1,08/04/2016 20:11,25
1300,12,1,08/04/2016 20:11,25
1298,6,1,10/04/2016 14:11,4
1239,6,1,10/04/2016 14:11,4
1401,6,1,10/04/2016 14:11,4
1298,6,1,10/04/2016 14:11,4
1239,6,1,10/04/2016 14:11,4
1298,6,1,10/04/2016 14:11,4
1298,6,1,10/04/2016 14:11,4
1400,6,1,10/04/2016 14:11,4
1401,6,1,10/04/2016 14:11,7
1298,6,1,10/04/2016 14:11,7
1239,6,1,10/04/2016 14:11,7
1235,6,1,10/04/2016 14:11,7
1300,6,1,10/04/2016 14:11,7
1298,6,1,10/04/2016 14:11,7
1300,6,1,10/04/2016 14:11,7
1391,6,1,10/04/2016 14:11,7
1237,10,1,12/04/2016 17:30,22
1300,8,1,12/04/2016 17:30,2
1300,9,1,12/04/2016 17:30,2
1300,10,1,12/04/2016 17:30,2
1391,8,1,12/04/2016 17:30,2
1300,8,1,12/04/2016 17:30,2
1238,8,1,12/04/2016 17:30,18
1401,8,1,12/04/2016 17:30,18
1238,6,1,12/04/2016 17:30,18
1300,8,1,12/04/2016 17:30,18
1239,8,1,12/04/2016 17:30,18
1238,8,1,12/04/2016 17:30,18
1237,8,1,12/04/2016 17:30,18
1300,10,1,12/04/2016 17:30,24
1400,8,1,12/04/2016 17:30,2
1298,9,1,12/04/2016 17:30,2
1300,10,1,12/04/2016 17:30,2
1300,8,1,12/04/2016 17:30,2
1400,8,1,12/04/2016 17:30,2
1391,8,1,12/04/2016 17:30,19
1300,8,1,12/04/2016 17:30,19
1239,6,1,12/04/2016 17:30,19
1239,8,1,12/04/2016 17:30,19
1391,8,1,12/04/2016 17:30,19
1239,8,1,12/04/2016 17:30,19
1298,8,1,12/04/2016 17:30,19
1235,10,1,14/04/2016 17:47,10
1237,10,1,14/04/2016 17:47,10
1298,8,1,14/04/2016 17:47,10
1400,15,1,14/04/2016 17:47,10
1298,15,1,14/04/2016 17:47,13
1300,15,1,14/04/2016 17:47,13
1391,15,1,14/04/2016 17:47,13
1298,12,1,14/04/2016 17:47,42
1239,10,1,14/04/2016 17:47,42
1391,10,1,14/04/2016 17:47,42
1238,10,1,14/04/2016 17:47,42
1239,10,1,14/04/2016 17:47,27
1298,8,1,14/04/2016 17:47,27
1400,12,1,14/04/2016 17:47,27
1391,15,1,14/04/2016 17:47,27
1200,10,1,14/04/2016 17:47,10
1391,10,1,14/04/2016 17:47,10
1300,8,1,14/04/2016 17:47,10
1238,15,1,14/04/2016 17:47,10
1391,15,1,14/04/2016 17:47,13
1238,15,1,14/04/2016 17:47,13
1239,15,1,14/04/2016 17:47,13
1239,12,1,14/04/2016 17:47,43
1298,10,1,14/04/2016 17:47,43
1300,10,1,14/04/2016 17:47,43
1237,10,1,14/04/2016 17:47,43
1298,10,1,14/04/2016 17:47,25
1238,8,1,14/04/2016 17:47,25
1298,12,1,14/04/2016 17:47,25
1239,15,1,14/04/2016 17:47,25
1401,10,1,21/04/2016 18:48,10
1298,10,1,21/04/2016 18:48,10
1237,10,1,21/04/2016 18:48,10
1298,12,1,21/04/2016 18:48,10
1238,12,1,21/04/2016 18:48,42
1391,12,1,21/04/2016 18:48,42
1239,12,1,21/04/2016 18:48,42
1239,12,1,21/04/2016 18:48,42
1237,10,1,21/04/2016 18:48,10
1239,10,1,21/04/2016 18:48,10
1298,10,1,21/04/2016 18:48,10
1237,12,1,21/04/2016 18:48,10
1300,12,1,21/04/2016 18:48,43
1300,12,1,21/04/2016 18:48,43
1238,12,1,21/04/2016 18:48,43
1238,12,1,21/04/2016 18:48,43
1300,6,1,22/04/2016 19:39,18
1237,5,1,22/04/2016 19:39,18
1238,5,1,22/04/2016 19:39,18
1391,6,1,22/04/2016 19:39,18
1298,8,1,22/04/2016 19:39,18
1298,8,1,22/04/2016 19:39,2
1300,8,1,22/04/2016 19:39,2
1391,12,1,22/04/2016 19:39,2
1300,12,1,22/04/2016 19:39,2
1298,12,1,22/04/2016 19:39,2
123,6,1,22/04/2016 19:39,19
1391,5,1,22/04/2016 19:39,19
1298,5,1,22/04/2016 19:39,19
1239,6,1,22/04/2016 19:39,19
1237,8,1,22/04/2016 19:39,19
1391,8,1,22/04/2016 19:39,2
1300,8,1,22/04/2016 19:39,2
1239,12,1,22/04/2016 19:39,2
1298,12,1,22/04/2016 19:39,2
1239,12,1,22/04/2016 19:39,2
1239,6,1,23/04/2016 19:51,7
1391,6,1,23/04/2016 19:51,7
1298,8,1,23/04/2016 19:51,7
1300,8,1,23/04/2016 19:51,7
1300,8,1,23/04/2016 19:51,7
1391,8,1,23/04/2016 19:51,7
1238,8,1,23/04/2016 19:51,7
1300,10,1,23/04/2016 19:51,9
1239,10,1,23/04/2016 19:51,9
1298,10,1,23/04/2016 19:51,9
1298,6,1,23/04/2016 19:51,4
1400,6,1,23/04/2016 19:51,4
1239,8,1,23/04/2016 19:51,4
1298,8,1,23/04/2016 19:51,4
1239,8,1,23/04/2016 19:51,4
1391,8,1,23/04/2016 19:51,4
1298,8,1,23/04/2016 19:51,4
1238,10,1,23/04/2016 19:51,6
1239,10,1,23/04/2016 19:51,6
1401,10,1,23/04/2016 19:51,6
1400,15,1,26/04/2016 22:29,10
1400,15,1,26/04/2016 22:29,10
1238,15,1,26/04/2016 22:29,10
1391,10,1,26/04/2016 22:29,10
1239,12,1,26/04/2016 22:29,27
1239,12,1,26/04/2016 22:29,27
1400,12,1,26/04/2016 22:29,27
1300,10,1,26/04/2016 22:29,27
1239,12,1,26/04/2016 22:29,42
1697,12,1,26/04/2016 22:29,42
1298,12,1,26/04/2016 22:29,42
1238,10,1,26/04/2016 22:29,42
1400,14,1,26/04/2016 22:29,13
1239,12,1,26/04/2016 22:29,13
1298,12,1,26/04/2016 22:29,13
1239,15,1,26/04/2016 22:29,10
1298,15,1,26/04/2016 22:29,10
1300,15,1,26/04/2016 22:29,10
1239,10,1,26/04/2016 22:29,10
1300,12,1,26/04/2016 22:29,25
1300,12,1,26/04/2016 22:29,25
1238,12,1,26/04/2016 22:29,25
1298,10,1,26/04/2016 22:29,25
1300,12,1,26/04/2016 22:29,43
123,12,1,26/04/2016 22:29,43
1239,12,1,26/04/2016 22:29,43
1238,10,1,26/04/2016 22:29,43
1300,14,1,26/04/2016 22:29,13
1239,12,1,26/04/2016 22:29,13
1391,12,1,26/04/2016 22:29,13
1237,8,1,27/04/2016 18:13,3
1298,6,1,27/04/2016 18:13,3
1298,8,1,27/04/2016 18:13,3
1300,8,1,27/04/2016 18:13,3
1239,8,1,27/04/2016 18:13,3
1401,8,1,27/04/2016 18:13,18
1238,9,1,27/04/2016 18:13,18
1400,9,1,27/04/2016 18:13,18
1298,10,1,27/04/2016 18:13,18
1298,8,1,27/04/2016 18:13,2
1391,10,1,27/04/2016 18:13,2
1235,10,1,27/04/2016 18:13,2
1300,15,1,27/04/2016 18:13,29
1400,15,1,27/04/2016 18:13,29
1238,8,1,27/04/2016 18:13,29
1300,8,1,27/04/2016 18:13,1
1239,6,1,27/04/2016 18:13,1
1238,8,1,27/04/2016 18:13,1
1298,8,1,27/04/2016 18:13,1
1235,8,1,27/04/2016 18:13,1
1239,8,1,27/04/2016 18:13,19
1239,9,1,27/04/2016 18:13,19
1239,9,1,27/04/2016 18:13,19
1400,10,1,27/04/2016 18:13,19
1200,8,1,27/04/2016 18:13,2
1391,10,1,27/04/2016 18:13,2
1238,10,1,27/04/2016 18:13,2
1300,15,1,27/04/2016 18:13,29
1238,15,1,27/04/2016 18:13,29
1391,8,1,27/04/2016 18:13,29
1391,8,1,29/04/2016 19:33,7
1300,8,1,29/04/2016 19:33,7
1391,8,1,29/04/2016 19:33,7
1300,8,1,29/04/2016 19:33,7
1400,8,1,29/04/2016 19:33,7
1298,8,1,29/04/2016 19:33,7
1400,8,1,29/04/2016 19:33,7
1298,8,1,29/04/2016 19:33,7
1238,10,1,29/04/2016 19:33,7
1300,10,1,29/04/2016 19:33,9
1300,10,1,29/04/2016 19:33,9
1239,10,1,29/04/2016 19:33,8
1239,10,1,29/04/2016 19:33,8
1237,8,1,29/04/2016 19:33,4
1298,8,1,29/04/2016 19:33,4
1298,8,1,29/04/2016 19:33,4
1300,8,1,29/04/2016 19:33,4
1298,8,1,29/04/2016 19:33,4
1239,8,1,29/04/2016 19:33,4
1300,8,1,29/04/2016 19:33,4
1238,8,1,29/04/2016 19:33,4
1237,10,1,29/04/2016 19:33,4
1391,10,1,29/04/2016 19:33,6
1300,10,1,29/04/2016 19:33,6
1238,10,1,29/04/2016 19:33,5
1300,10,1,29/04/2016 19:33,5
1237,12,1,30/04/2016 18:42,10
1298,8,1,30/04/2016 18:42,10
1300,8,1,30/04/2016 18:42,10
1300,8,1,30/04/2016 18:42,10
1237,12,1,30/04/2016 18:42,10
1298,10,1,30/04/2016 18:42,27
1300,10,1,30/04/2016 18:42,27
1300,10,1,30/04/2016 18:42,27
1239,12,1,30/04/2016 18:42,13
1239,12,1,30/04/2016 18:42,13
1238,12,1,30/04/2016 18:42,42
1391,12,1,30/04/2016 18:42,42
1237,12,1,30/04/2016 18:42,42
1239,10,1,30/04/2016 18:42,42
1298,10,1,30/04/2016 18:42,42
1391,16,1,30/04/2016 18:42,42
1400,12,1,30/04/2016 18:42,10
1300,8,1,30/04/2016 18:42,10
1237,8,1,30/04/2016 18:42,10
1298,8,1,30/04/2016 18:42,10
1300,12,1,30/04/2016 18:42,10
1239,10,1,30/04/2016 18:42,25
1391,10,1,30/04/2016 18:42,25
1401,10,1,30/04/2016 18:42,25
1237,12,1,30/04/2016 18:42,13
1298,12,1,30/04/2016 18:42,13
1239,12,1,30/04/2016 18:42,43
1391,12,1,30/04/2016 18:42,43
1239,12,1,30/04/2016 18:42,43
1391,10,1,30/04/2016 18:42,43
1391,10,1,30/04/2016 18:42,43
1238,16,1,30/04/2016 18:42,43
1298,6,1,01/05/2016 15:43,3
1298,8,1,01/05/2016 15:43,3
1300,8,1,01/05/2016 15:43,3
1239,8,1,01/05/2016 15:43,3
1400,8,1,01/05/2016 15:43,3
1200,8,1,01/05/2016 15:43,18
1298,8,1,01/05/2016 15:43,18
1298,8,1,01/05/2016 15:43,18
1238,6,1,01/05/2016 15:43,1
1239,8,1,01/05/2016 15:43,1
1300,8,1,01/05/2016 15:43,1
1300,8,1,01/05/2016 15:43,1
1391,8,1,01/05/2016 15:43,1
1239,8,1,01/05/2016 15:43,19
1237,8,1,01/05/2016 15:43,19
1300,8,1,01/05/2016 15:43,19
1300,12,1,05/05/2016 18:43,10
1239,12,1,05/05/2016 18:43,10
1298,15,1,05/05/2016 18:43,10
1298,15,1,05/05/2016 18:43,13
1391,15,1,05/05/2016 18:43,13
1239,15,1,05/05/2016 18:43,14
1298,15,1,05/05/2016 18:43,14
1298,15,1,05/05/2016 18:43,14
1239,15,1,05/05/2016 18:43,14
1235,12,1,05/05/2016 18:43,14
1298,14,1,05/05/2016 18:43,15
1298,15,1,05/05/2016 18:43,15
1300,12,1,05/05/2016 18:43,44
1300,8,1,05/05/2016 18:43,44
1235,12,1,05/05/2016 18:43,10
1237,12,1,05/05/2016 18:43,10
1298,15,1,05/05/2016 18:43,10
1238,15,1,05/05/2016 18:43,13
1401,15,1,05/05/2016 18:43,13
1239,15,1,05/05/2016 18:43,12
1298,15,1,05/05/2016 18:43,12
1298,15,1,05/05/2016 18:43,12
1391,15,1,05/05/2016 18:43,12
1239,12,1,05/05/2016 18:43,12
1238,14,1,05/05/2016 18:43,16
1237,15,1,05/05/2016 18:43,16
1235,12,1,05/05/2016 18:43,44
1391,8,1,05/05/2016 18:43,44
1391,8,1,06/05/2016 18:56,7
1401,8,1,06/05/2016 18:56,7
1391,8,1,06/05/2016 18:56,7
1237,8,1,06/05/2016 18:56,7
1300,8,1,06/05/2016 18:56,7
1300,8,1,06/05/2016 18:56,7
1391,8,1,06/05/2016 18:56,9
1298,8,1,06/05/2016 18:56,9
1238,8,1,06/05/2016 18:56,4
1238,8,1,06/05/2016 18:56,4
1239,8,1,06/05/2016 18:56,4
1298,8,1,06/05/2016 18:56,4
1300,8,1,06/05/2016 18:56,4
1237,8,1,06/05/2016 18:56,4
1237,8,1,06/05/2016 18:56,6
1235,8,1,06/05/2016 18:56,6
1239,6,1,10/05/2016 20:54,3
1300,6,1,10/05/2016 20:54,3
1300,8,1,10/05/2016 20:54,3
1239,8,1,10/05/2016 20:54,3
1298,10,1,10/05/2016 20:54,3
1391,10,1,10/05/2016 20:54,3
1239,10,1,10/05/2016 20:54,3
1391,10,1,10/05/2016 20:54,18
1300,10,1,10/05/2016 20:54,18
1237,10,1,10/05/2016 20:54,2
1391,8,1,10/05/2016 20:54,2
1298,6,1,10/05/2016 20:54,1
1238,6,1,10/05/2016 20:54,1
1298,8,1,10/05/2016 20:54,1
1298,8,1,10/05/2016 20:54,1
1300,10,1,10/05/2016 20:54,1
1235,10,1,10/05/2016 20:54,1
1239,10,1,10/05/2016 20:54,1
1300,10,1,10/05/2016 20:54,19
1298,10,1,10/05/2016 20:54,19
1300,10,1,10/05/2016 20:54,2
1300,8,1,10/05/2016 20:54,2
1300,12,1,11/05/2016 17:15,10
1391,12,1,11/05/2016 17:15,10
1300,12,1,11/05/2016 17:15,10
1298,12,1,11/05/2016 17:15,10
1238,12,1,11/05/2016 17:15,10
1238,12,1,11/05/2016 17:15,43
1391,12,1,11/05/2016 17:15,43
1298,12,1,11/05/2016 17:15,43
1300,12,1,11/05/2016 17:15,43
1239,12,1,11/05/2016 17:15,10
1391,12,1,11/05/2016 17:15,10
1298,12,1,11/05/2016 17:15,10
123,12,1,11/05/2016 17:15,10
1237,12,1,11/05/2016 17:15,10
1239,12,1,11/05/2016 17:15,42
1697,12,1,11/05/2016 17:15,42
1298,12,1,11/05/2016 17:15,42
1238,12,1,11/05/2016 17:15,42
1300,10,1,15/05/2016 16:48,2
1391,12,1,15/05/2016 16:48,2
1300,12,1,15/05/2016 16:48,2
1239,12,1,15/05/2016 16:48,2
1300,12,1,15/05/2016 16:48,2
1300,6,1,15/05/2016 16:48,19
1401,6,1,15/05/2016 16:48,19
1391,8,1,15/05/2016 16:48,19
1391,8,1,15/05/2016 16:48,19
1300,8,1,15/05/2016 16:48,19
1400,8,1,15/05/2016 16:48,19
1300,8,1,15/05/2016 16:48,19
1239,10,1,15/05/2016 16:48,2
1298,12,1,15/05/2016 16:48,2
1300,12,1,15/05/2016 16:48,2
1300,12,1,15/05/2016 16:48,2
1400,12,1,15/05/2016 16:48,2
1298,6,1,15/05/2016 16:48,18
1239,6,1,15/05/2016 16:48,18
1300,8,1,15/05/2016 16:48,18
1239,8,1,15/05/2016 16:48,18
1298,8,1,15/05/2016 16:48,18
1238,8,1,15/05/2016 16:48,18
1400,8,1,15/05/2016 16:48,18
1238,6,1,18/05/2016 18:06,7
1298,8,1,18/05/2016 18:06,7
1300,8,1,18/05/2016 18:06,7
1391,8,1,18/05/2016 18:06,7
1238,8,1,18/05/2016 18:06,7
1300,8,1,18/05/2016 18:06,7
1300,8,1,18/05/2016 18:06,7
1300,8,1,18/05/2016 18:06,7
1238,12,1,18/05/2016 18:06,17
1238,12,1,18/05/2016 18:06,20
1238,10,1,18/05/2016 18:06,20
1235,6,1,18/05/2016 18:06,4
1400,8,1,18/05/2016 18:06,4
1238,8,1,18/05/2016 18:06,4
1238,8,1,18/05/2016 18:06,4
1239,8,1,18/05/2016 18:06,4
1238,8,1,18/05/2016 18:06,4
1237,8,1,18/05/2016 18:06,4
1300,8,1,18/05/2016 18:06,4
1235,12,1,18/05/2016 18:06,17
1300,12,1,18/05/2016 18:06,20
1391,10,1,18/05/2016 18:06,20
1298,8,1,20/05/2016 18:42,3
1238,7,1,20/05/2016 18:42,3
1391,5,1,20/05/2016 18:42,3
1298,5,1,20/05/2016 18:42,3
1235,5,1,20/05/2016 18:42,3
1239,8,1,20/05/2016 18:42,3
1400,8,1,20/05/2016 18:42,18
1400,8,1,20/05/2016 18:42,18
1298,8,1,20/05/2016 18:42,18
1239,8,1,20/05/2016 18:42,18
8765,9,1,20/05/2016 18:42,18
1239,10,1,20/05/2016 18:42,2
1300,10,1,20/05/2016 18:42,2
1238,8,1,20/05/2016 18:42,1
1239,7,1,20/05/2016 18:42,1
1400,5,1,20/05/2016 18:42,1
1697,5,1,20/05/2016 18:42,1
1298,5,1,20/05/2016 18:42,1
1298,8,1,20/05/2016 18:42,1
1300,8,1,20/05/2016 18:42,19
1400,8,1,20/05/2016 18:42,19
1300,8,1,20/05/2016 18:42,19
1298,8,1,20/05/2016 18:42,19
1298,9,1,20/05/2016 18:42,19
1239,10,1,20/05/2016 18:42,2
1238,10,1,20/05/2016 18:42,2
1400,11,1,21/05/2016 14:44,10
1391,10,1,21/05/2016 14:44,10
1300,10,1,21/05/2016 14:44,10
1400,15,1,21/05/2016 14:44,10
1239,12,1,21/05/2016 14:44,43
1238,12,1,21/05/2016 14:44,43
1298,12,1,21/05/2016 14:44,43
1391,12,1,21/05/2016 14:44,25
1237,12,1,21/05/2016 14:44,25
1239,10,1,21/05/2016 14:44,25
1238,12,1,21/05/2016 14:44,11
1300,12,1,21/05/2016 14:44,11
1300,12,1,21/05/2016 14:44,11
1298,12,1,21/05/2016 14:44,11
1401,11,1,21/05/2016 14:44,10
1237,10,1,21/05/2016 14:44,10
1237,10,1,21/05/2016 14:44,10
1300,15,1,21/05/2016 14:44,10
1400,12,1,21/05/2016 14:44,42
1391,12,1,21/05/2016 14:44,42
1239,12,1,21/05/2016 14:44,42
1391,12,1,21/05/2016 14:44,27
1300,12,1,21/05/2016 14:44,27
1391,10,1,21/05/2016 14:44,27
1391,12,1,21/05/2016 14:44,11
1401,12,1,21/05/2016 14:44,11
1298,12,1,21/05/2016 14:44,11
1401,12,1,21/05/2016 14:44,11
1238,10,1,02/06/2016 19:23,2
1391,8,1,02/06/2016 19:23,2
1239,8,1,02/06/2016 19:23,19
1300,8,1,02/06/2016 19:23,19
1300,8,1,02/06/2016 19:23,19
