INSERT INTO `Exercise_Log` (`Account_No`,`Reps`,`Sets`,`Time`,`Exercise_ID`) VALUES
    (1238,6,1,"2016-03-11 18:08:23",19),
    (1237,8,1,"2016-03-11 18:08:23",19),
    (1239,8,1,"2016-03-11 18:08:23",19),
    (1237,8,1,"2016-03-11 18:08:23",19),
    (1391,8,1,"2016-03-11 18:08:23",19),
    (1298,8,1,"2016-03-11 18:08:23",19),
    (1298,12,1,"2016-03-11 18:08:23",24),
    (1235,12,1,"2016-03-11 18:08:23",24),
    (1391,0,1,"2016-03-11 18:08:23",33),
    (1239,8,1,"2016-03-11 18:08:23",2),
    (1300,10,1,"2016-03-11 18:08:23",2),
    (1238,10,1,"2016-03-11 18:08:23",2),
    (1391,10,1,"2016-03-11 18:08:23",2),
    (1400,10,1,"2016-03-11 18:08:23",2),
    (1298,12,1,"2016-03-14 17:35:39",10),
    (1237,12,1,"2016-03-14 17:35:39",10),
    (1237,12,1,"2016-03-14 17:35:39",10),
    (1298,12,1,"2016-03-14 17:35:39",10),
    (1239,12,1,"2016-03-14 17:35:39",31),
    (1239,12,1,"2016-03-14 17:35:39",31),
    (1298,12,1,"2016-03-14 17:35:39",31),
    (1239,8,1,"2016-03-14 17:35:39",25),
    (1239,8,1,"2016-03-14 17:35:39",25),
    (1235,10,1,"2016-03-14 17:35:39",25),
    (1400,10,1,"2016-03-14 17:35:39",25),
    (1239,12,1,"2016-03-14 17:35:39",13),
    (1237,12,1,"2016-03-14 17:35:39",13),
    (1391,8,1,"2016-03-14 17:35:39",38),
    (1239,8,1,"2016-03-14 17:35:39",38),
    (1298,8,1,"2016-03-14 17:35:39",38),
    (1239,12,1,"2016-03-14 17:35:39",10),
    (1697,12,1,"2016-03-14 17:35:39",10),
    (1391,12,1,"2016-03-14 17:35:39",10),
    (1239,12,1,"2016-03-14 17:35:39",10),
    (1300,12,1,"2016-03-14 17:35:39",31),
    (1238,12,1,"2016-03-14 17:35:39",31),
    (1238,12,1,"2016-03-14 17:35:39",31),
    (1239,8,1,"2016-03-14 17:35:39",27),
    (1237,8,1,"2016-03-14 17:35:39",27),
    (1298,10,1,"2016-03-14 17:35:39",27),
    (1391,10,1,"2016-03-14 17:35:39",27),
    (1401,12,1,"2016-03-14 17:35:39",13),
    (1391,12,1,"2016-03-14 17:35:39",13),
    (1239,8,1,"2016-03-14 17:35:39",38),
    (1391,8,1,"2016-03-14 17:35:39",38),
    (1300,8,1,"2016-03-14 17:35:39",38),
    (1300,8,1,"2016-03-15 19:03:46",3),
    (1400,6,1,"2016-03-15 19:03:46",3),
    (1401,6,1,"2016-03-15 19:03:46",3),
    (1300,8,1,"2016-03-15 19:03:46",3),
    (1298,8,1,"2016-03-15 19:03:46",3),
    (1697,8,1,"2016-03-15 19:03:46",3),
    (1391,8,1,"2016-03-15 19:03:46",18),
    (1238,8,1,"2016-03-15 19:03:46",18),
    (1239,8,1,"2016-03-15 19:03:46",18),
    (1400,8,1,"2016-03-15 19:03:46",18),
    (1400,15,1,"2016-03-15 19:03:46",2),
    (1391,15,1,"2016-03-15 19:03:46",2),
    (1401,8,1,"2016-03-15 19:03:46",1),
    (1237,6,1,"2016-03-15 19:03:46",1),
    (1237,6,1,"2016-03-15 19:03:46",1),
    (1298,8,1,"2016-03-15 19:03:46",1),
    (1391,8,1,"2016-03-15 19:03:46",1),
    (1298,8,1,"2016-03-15 19:03:46",1),
    (1300,8,1,"2016-03-15 19:03:46",19),
    (1238,8,1,"2016-03-15 19:03:46",19),
    (1239,8,1,"2016-03-15 19:03:46",19),
    (1239,8,1,"2016-03-15 19:03:46",19),
    (1239,15,1,"2016-03-15 19:03:46",2),
    (1391,15,1,"2016-03-15 19:03:46",2),
    (1298,6,1,"2016-03-17 19:45:00",4),
    (1238,6,1,"2016-03-17 19:45:00",4),
    (1391,6,1,"2016-03-17 19:45:00",4),
    (1300,6,1,"2016-03-17 19:45:00",4),
    (1239,6,1,"2016-03-17 19:45:00",4),
    (1238,6,1,"2016-03-17 19:45:00",4),
    (1300,6,1,"2016-03-17 19:45:00",4),
    (1298,6,1,"2016-03-17 19:45:00",4),
    (1237,6,1,"2016-03-17 19:45:00",4),
    (1391,8,1,"2016-03-17 19:45:00",4),
    (1391,6,1,"2016-03-17 19:45:00",7),
    (1400,6,1,"2016-03-17 19:45:00",7),
    (1298,6,1,"2016-03-17 19:45:00",7),
    (1298,6,1,"2016-03-17 19:45:00",7),
    (1298,6,1,"2016-03-17 19:45:00",7),
    (1300,6,1,"2016-03-17 19:45:00",7),
    (1237,6,1,"2016-03-17 19:45:00",7),
    (1298,6,1,"2016-03-17 19:45:00",7),
    (1238,6,1,"2016-03-17 19:45:00",7),
    (1300,8,1,"2016-03-17 19:45:00",7),
    (1238,12,1,"2016-03-18 19:45:00",32),
    (1298,12,1,"2016-03-18 19:45:00",32),
    (1238,12,1,"2016-03-18 19:45:00",32),
    (1298,0,1,"2016-03-18 19:45:00",33),
    (1300,12,1,"2016-03-18 19:45:00",32),
    (1391,12,1,"2016-03-18 19:45:00",32),
    (1391,12,1,"2016-03-18 19:45:00",32),
    (1391,0,1,"2016-03-18 19:45:00",33),
    (1391,8,1,"2016-03-19 15:58:41",10),
    (1400,9,1,"2016-03-19 15:58:41",10),
    (1298,13,1,"2016-03-19 15:58:41",10),
    (1239,12,1,"2016-03-19 15:58:41",10),
    (1400,10,1,"2016-03-19 15:58:41",26),
    (1238,10,1,"2016-03-19 15:58:41",26),
    (1300,11,1,"2016-03-19 15:58:41",26),
    (1298,12,1,"2016-03-19 15:58:41",14),
    (1300,12,1,"2016-03-19 15:58:41",14),
    (1298,20,1,"2016-03-19 15:58:41",41),
    (1239,20,1,"2016-03-19 15:58:41",41),
    (1238,20,1,"2016-03-19 15:58:41",41),
    (1401,15,1,"2016-03-19 15:58:41",13),
    (1300,12,1,"2016-03-19 15:58:41",13),
    (1300,12,1,"2016-03-19 15:58:41",13),
    (1238,10,1,"2016-03-19 15:58:41",15),
    (1391,10,1,"2016-03-19 15:58:41",15),
    (1400,10,1,"2016-03-19 15:58:41",27),
    (1391,10,1,"2016-03-19 15:58:41",27),
    (1391,8,1,"2016-03-19 15:58:41",10),
    (1235,9,1,"2016-03-19 15:58:41",10),
    (1300,13,1,"2016-03-19 15:58:41",10),
    (1239,12,1,"2016-03-19 15:58:41",10),
    (1400,10,1,"2016-03-19 15:58:41",26),
    (1238,10,1,"2016-03-19 15:58:41",26),
    (1238,11,1,"2016-03-19 15:58:41",26),
    (1298,12,1,"2016-03-19 15:58:41",12),
    (1697,12,1,"2016-03-19 15:58:41",12),
    (1239,20,1,"2016-03-19 15:58:41",41),
    (123,20,1,"2016-03-19 15:58:41",41),
    (1300,20,1,"2016-03-19 15:58:41",41),
    (1298,10,1,"2016-03-19 15:58:41",16),
    (1298,10,1,"2016-03-19 15:58:41",16),
    (1237,15,1,"2016-03-19 15:58:41",13),
    (1200,12,1,"2016-03-19 15:58:41",13),
    (1239,12,1,"2016-03-19 15:58:41",13),
    (1298,10,1,"2016-03-19 15:58:41",25),
    (1238,10,1,"2016-03-19 15:58:41",25),
    (1300,8,1,"2016-03-20 10:09:05",19),
    (1391,6,1,"2016-03-20 10:09:05",19),
    (1235,6,1,"2016-03-20 10:09:05",19),
    (1391,8,1,"2016-03-20 10:09:05",19),
    (1300,8,1,"2016-03-20 10:09:05",19),
    (1238,8,1,"2016-03-20 10:09:05",19),
    (1391,8,1,"2016-03-20 10:09:05",19),
    (1300,10,1,"2016-03-20 10:09:05",2),
    (1238,10,1,"2016-03-20 10:09:05",2),
    (1300,8,1,"2016-03-20 10:09:05",2),
    (1401,8,1,"2016-03-20 10:09:05",2),
    (1400,10,1,"2016-03-20 10:09:05",2),
    (1300,10,1,"2016-03-20 10:09:05",35),
    (1300,10,1,"2016-03-20 10:09:05",35),
    (1300,0,1,"2016-03-20 10:09:05",33),
    (1300,8,1,"2016-03-20 10:09:05",18),
    (1237,6,1,"2016-03-20 10:09:05",18),
    (1238,6,1,"2016-03-20 10:09:05",18),
    (1235,8,1,"2016-03-20 10:09:05",18),
    (1239,8,1,"2016-03-20 10:09:05",18),
    (1697,8,1,"2016-03-20 10:09:05",18),
    (1298,8,1,"2016-03-20 10:09:05",18),
    (1300,10,1,"2016-03-20 10:09:05",2),
    (1298,10,1,"2016-03-20 10:09:05",2),
    (1300,8,1,"2016-03-20 10:09:05",2),
    (1235,8,1,"2016-03-20 10:09:05",2),
    (1238,10,1,"2016-03-20 10:09:05",2),
    (1298,10,1,"2016-03-20 10:09:05",34),
    (1391,10,1,"2016-03-20 10:09:05",34),
    (1239,0,1,"2016-03-20 10:09:05",33),
    (1300,6,1,"2016-03-21 11:33:11",7),
    (1298,6,1,"2016-03-21 11:33:11",7),
    (1391,6,1,"2016-03-21 11:33:11",7),
    (1298,6,1,"2016-03-21 11:33:11",7),
    (1391,6,1,"2016-03-21 11:33:11",7),
    (1200,6,1,"2016-03-21 11:33:11",7),
    (1238,6,1,"2016-03-21 11:33:11",7),
    (1300,6,1,"2016-03-21 11:33:11",7),
    (1238,6,1,"2016-03-21 11:33:11",7),
    (1300,12,1,"2016-03-21 11:33:11",8),
    (1238,12,1,"2016-03-21 11:33:11",8),
    (1391,12,1,"2016-03-21 11:33:11",8),
    (1235,12,1,"2016-03-21 11:33:11",9),
    (1238,11,1,"2016-03-21 11:33:11",9),
    (1235,6,1,"2016-03-21 11:33:11",4),
    (1391,6,1,"2016-03-21 11:33:11",4),
    (1239,6,1,"2016-03-21 11:33:11",4),
    (1391,6,1,"2016-03-21 11:33:11",4),
    (1239,6,1,"2016-03-21 11:33:11",4),
    (1300,6,1,"2016-03-21 11:33:11",4),
    (1300,6,1,"2016-03-21 11:33:11",4),
    (1239,6,1,"2016-03-21 11:33:11",4),
    (1300,6,1,"2016-03-21 11:33:11",4),
    (1239,12,1,"2016-03-21 11:33:11",5),
    (1239,12,1,"2016-03-21 11:33:11",5),
    (1239,12,1,"2016-03-21 11:33:11",5),
    (1298,12,1,"2016-03-21 11:33:11",6),
    (1238,11,1,"2016-03-21 11:33:11",6),
    (1238,12,1,"2016-03-23 18:35:22",10),
    (1300,8,1,"2016-03-23 18:35:22",10),
    (1298,15,1,"2016-03-23 18:35:22",10),
    (1300,15,1,"2016-03-23 18:35:22",10),
    (1400,10,1,"2016-03-23 18:35:22",10),
    (1300,12,1,"2016-03-23 18:35:22",10),
    (1239,8,1,"2016-03-23 18:35:22",10),
    (1235,15,1,"2016-03-23 18:35:22",10),
    (1300,15,1,"2016-03-23 18:35:22",10),
    (1237,10,1,"2016-03-23 18:35:22",10),
    (1239,6,1,"2016-03-25 16:22:01",3),
    (1391,8,1,"2016-03-25 16:22:01",3),
    (1239,6,1,"2016-03-25 16:22:01",3),
    (1298,6,1,"2016-03-25 16:22:01",3),
    (1239,6,1,"2016-03-25 16:22:01",3),
    (1391,6,1,"2016-03-25 16:22:01",1),
    (1239,8,1,"2016-03-25 16:22:01",1),
    (1239,6,1,"2016-03-25 16:22:01",1),
    (1400,6,1,"2016-03-25 16:22:01",1),
    (1300,6,1,"2016-03-25 16:22:01",1),
    (1300,6,1,"2016-03-28 15:20:15",4),
    (1237,6,1,"2016-03-28 15:20:15",4),
    (1237,6,1,"2016-03-28 15:20:15",4),
    (1391,6,1,"2016-03-28 15:20:15",4),
    (1238,8,1,"2016-03-28 15:20:15",4),
    (1239,6,1,"2016-03-28 15:20:15",4),
    (1300,8,1,"2016-03-28 15:20:15",4),
    (1239,8,1,"2016-03-28 15:20:15",4),
    (1697,8,1,"2016-03-28 15:20:15",4),
    (1238,6,1,"2016-03-28 15:20:15",7),
    (1237,6,1,"2016-03-28 15:20:15",7),
    (1237,6,1,"2016-03-28 15:20:15",7),
    (1298,6,1,"2016-03-28 15:20:15",7),
    (1401,8,1,"2016-03-28 15:20:15",7),
    (1238,6,1,"2016-03-28 15:20:15",7),
    (1237,8,1,"2016-03-28 15:20:15",7),
    (1238,8,1,"2016-03-28 15:20:15",7),
    (1239,8,1,"2016-03-28 15:20:15",7),
    (1298,12,1,"2016-03-30 20:18:42",10),
    (1298,12,1,"2016-03-30 20:18:42",10),
    (1391,8,1,"2016-03-30 20:18:42",10),
    (1237,12,1,"2016-03-30 20:18:42",10),
    (1300,10,1,"2016-03-30 20:18:42",10),
    (1237,8,1,"2016-03-30 20:18:42",26),
    (1298,8,1,"2016-03-30 20:18:42",26),
    (1238,8,1,"2016-03-30 20:18:42",26),
    (1300,12,1,"2016-03-30 20:18:42",10),
    (1298,12,1,"2016-03-30 20:18:42",10),
    (1239,8,1,"2016-03-30 20:18:42",10),
    (1298,12,1,"2016-03-30 20:18:42",10),
    (1298,10,1,"2016-03-30 20:18:42",10),
    (1300,8,1,"2016-03-30 20:18:42",26),
    (1300,8,1,"2016-03-30 20:18:42",26),
    (1238,8,1,"2016-03-30 20:18:42",26),
    (1391,10,1,"2016-04-03 13:08:05",34),
    (1298,8,1,"2016-04-03 13:08:05",34),
    (1238,8,1,"2016-04-03 13:08:05",2),
    (1298,9,1,"2016-04-03 13:08:05",2),
    (1298,8,1,"2016-04-03 13:08:05",2),
    (1200,8,1,"2016-04-03 13:08:05",2),
    (1300,9,1,"2016-04-03 13:08:05",2),
    (1239,8,1,"2016-04-03 13:08:05",18),
    (1400,8,1,"2016-04-03 13:08:05",18),
    (1298,9,1,"2016-04-03 13:08:05",18),
    (1400,8,1,"2016-04-03 13:08:05",18),
    (1300,8,1,"2016-04-03 13:08:05",18),
    (1298,8,1,"2016-04-03 13:08:05",18),
    (1238,8,1,"2016-04-03 13:08:05",18),
    (1237,10,1,"2016-04-03 13:08:05",35),
    (1298,8,1,"2016-04-03 13:08:05",35),
    (1391,8,1,"2016-04-03 13:08:05",2),
    (1401,9,1,"2016-04-03 13:08:05",2),
    (1239,8,1,"2016-04-03 13:08:05",2),
    (1300,8,1,"2016-04-03 13:08:05",2),
    (1300,9,1,"2016-04-03 13:08:05",2),
    (1200,8,1,"2016-04-03 13:08:05",19),
    (1237,8,1,"2016-04-03 13:08:05",19),
    (1300,9,1,"2016-04-03 13:08:05",19),
    (1239,8,1,"2016-04-03 13:08:05",19),
    (1239,8,1,"2016-04-03 13:08:05",19),
    (1298,8,1,"2016-04-03 13:08:05",19),
    (1298,8,1,"2016-04-03 13:08:05",19),
    (1239,8,1,"2016-04-03 17:02:40",10),
    (1300,8,1,"2016-04-03 17:02:40",10),
    (1235,8,1,"2016-04-03 17:02:40",10),
    (1239,14,1,"2016-04-03 17:02:40",10),
    (1239,12,1,"2016-04-03 17:02:40",14),
    (1697,12,1,"2016-04-03 17:02:40",14),
    (1298,10,1,"2016-04-03 17:02:40",26),
    (1391,10,1,"2016-04-03 17:02:40",26),
    (1238,10,1,"2016-04-03 17:02:40",26),
    (1239,10,1,"2016-04-03 17:02:40",27),
    (1400,10,1,"2016-04-03 17:02:40",27),
    (1298,9,1,"2016-04-03 17:02:40",27),
    (1298,15,1,"2016-04-03 17:02:40",13),
    (1401,15,1,"2016-04-03 17:02:40",13),
    (1237,12,1,"2016-04-03 17:02:40",13),
    (1239,8,1,"2016-04-03 17:02:40",10),
    (1300,8,1,"2016-04-03 17:02:40",10),
    (1237,8,1,"2016-04-03 17:02:40",10),
    (1298,14,1,"2016-04-03 17:02:40",10),
    (1235,12,1,"2016-04-03 17:02:40",12),
    (1298,12,1,"2016-04-03 17:02:40",12),
    (1400,10,1,"2016-04-03 17:02:40",26),
    (1237,10,1,"2016-04-03 17:02:40",26),
    (1300,10,1,"2016-04-03 17:02:40",26),
    (1238,10,1,"2016-04-03 17:02:40",25),
    (1238,10,1,"2016-04-03 17:02:40",25),
    (1239,9,1,"2016-04-03 17:02:40",25),
    (1300,15,1,"2016-04-03 17:02:40",13),
    (1239,15,1,"2016-04-03 17:02:40",13),
    (1298,12,1,"2016-04-03 17:02:40",13),
    (1298,7,1,"2016-04-05 18:38:00",7),
    (1298,7,1,"2016-04-05 18:38:00",7),
    (1391,6,1,"2016-04-05 18:38:00",7),
    (1300,6,1,"2016-04-05 18:38:00",7),
    (1300,7,1,"2016-04-05 18:38:00",7),
    (1239,7,1,"2016-04-05 18:38:00",7),
    (1391,7,1,"2016-04-05 18:38:00",7),
    (1400,8,1,"2016-04-05 18:38:00",7),
    (1300,6,1,"2016-04-05 18:38:00",7),
    (1239,6,1,"2016-04-05 18:38:00",7),
    (1235,6,1,"2016-04-05 18:38:00",7),
    (1298,12,1,"2016-04-05 18:38:00",9),
    (1238,10,1,"2016-04-05 18:38:00",9),
    (1300,10,1,"2016-04-05 18:38:00",9),
    (1400,12,1,"2016-04-05 18:38:00",20),
    (1239,12,1,"2016-04-05 18:38:00",20),
    (1298,12,1,"2016-04-05 18:38:00",20),
    (1697,10,1,"2016-04-05 18:38:00",20),
    (1239,7,1,"2016-04-05 18:38:00",4),
    (1238,7,1,"2016-04-05 18:38:00",4),
    (1400,6,1,"2016-04-05 18:38:00",4),
    (1391,6,1,"2016-04-05 18:38:00",4),
    (1298,7,1,"2016-04-05 18:38:00",4),
    (1400,7,1,"2016-04-05 18:38:00",4),
    (1238,7,1,"2016-04-05 18:38:00",4),
    (1300,8,1,"2016-04-05 18:38:00",4),
    (1391,6,1,"2016-04-05 18:38:00",4),
    (1298,6,1,"2016-04-05 18:38:00",4),
    (1391,6,1,"2016-04-05 18:38:00",4),
    (1697,12,1,"2016-04-05 18:38:00",6),
    (1239,10,1,"2016-04-05 18:38:00",6),
    (1238,10,1,"2016-04-05 18:38:00",6),
    (1235,12,1,"2016-04-05 18:38:00",20),
    (1298,12,1,"2016-04-05 18:38:00",20),
    (1298,12,1,"2016-04-05 18:38:00",20),
    (1401,10,1,"2016-04-05 18:38:00",20),
    (1391,8,1,"2016-04-07 19:04:52",3),
    (1238,6,1,"2016-04-07 19:04:52",3),
    (1239,8,1,"2016-04-07 19:04:52",3),
    (1298,8,1,"2016-04-07 19:04:52",3),
    (1298,7,1,"2016-04-07 19:04:52",3),
    (1300,7,1,"2016-04-07 19:04:52",3),
    (1391,5,1,"2016-04-07 19:04:52",3),
    (1238,10,1,"2016-04-07 19:04:52",18),
    (1239,10,1,"2016-04-07 19:04:52",18),
    (1391,10,1,"2016-04-07 19:04:52",18),
    (1300,10,1,"2016-04-07 19:04:52",2),
    (1391,10,1,"2016-04-07 19:04:52",2),
    (1401,10,1,"2016-04-07 19:04:52",2),
    (1239,13,1,"2016-04-07 19:04:52",22),
    (1400,14,1,"2016-04-07 19:04:52",22),
    (1300,8,1,"2016-04-07 19:04:52",30),
    (1400,8,1,"2016-04-07 19:04:52",1),
    (1200,6,1,"2016-04-07 19:04:52",1),
    (1239,8,1,"2016-04-07 19:04:52",1),
    (1391,8,1,"2016-04-07 19:04:52",1),
    (1391,7,1,"2016-04-07 19:04:52",1),
    (1697,7,1,"2016-04-07 19:04:52",1),
    (1298,5,1,"2016-04-07 19:04:52",1),
    (1238,10,1,"2016-04-07 19:04:52",19),
    (1401,10,1,"2016-04-07 19:04:52",19),
    (1401,10,1,"2016-04-07 19:04:52",19),
    (1239,10,1,"2016-04-07 19:04:52",2),
    (1298,10,1,"2016-04-07 19:04:52",2),
    (1298,10,1,"2016-04-07 19:04:52",2),
    (1401,13,1,"2016-04-07 19:04:52",24),
    (1298,14,1,"2016-04-07 19:04:52",24),
    (1400,8,1,"2016-04-07 19:04:52",30),
    (1200,11,1,"2016-04-08 20:11:24",10),
    (1298,10,1,"2016-04-08 20:11:24",10),
    (1300,10,1,"2016-04-08 20:11:24",10),
    (1298,10,1,"2016-04-08 20:11:24",10),
    (1298,8,1,"2016-04-08 20:11:24",10),
    (1400,12,1,"2016-04-08 20:11:24",13),
    (1238,12,1,"2016-04-08 20:11:24",13),
    (1237,15,1,"2016-04-08 20:11:24",13),
    (1300,12,1,"2016-04-08 20:11:24",14),
    (1237,12,1,"2016-04-08 20:11:24",14),
    (1391,12,1,"2016-04-08 20:11:24",14),
    (1238,12,1,"2016-04-08 20:11:24",14),
    (1401,8,1,"2016-04-08 20:11:24",27),
    (1298,8,1,"2016-04-08 20:11:24",27),
    (1239,12,1,"2016-04-08 20:11:24",27),
    (1298,11,1,"2016-04-08 20:11:24",10),
    (1298,10,1,"2016-04-08 20:11:24",10),
    (1239,10,1,"2016-04-08 20:11:24",10),
    (1697,10,1,"2016-04-08 20:11:24",10),
    (1239,8,1,"2016-04-08 20:11:24",10),
    (1298,12,1,"2016-04-08 20:11:24",13),
    (1300,12,1,"2016-04-08 20:11:24",13),
    (1391,15,1,"2016-04-08 20:11:24",13),
    (1300,12,1,"2016-04-08 20:11:24",12),
    (1298,12,1,"2016-04-08 20:11:24",12),
    (1401,12,1,"2016-04-08 20:11:24",12),
    (1239,12,1,"2016-04-08 20:11:24",12),
    (1238,8,1,"2016-04-08 20:11:24",25),
    (1300,8,1,"2016-04-08 20:11:24",25),
    (1300,12,1,"2016-04-08 20:11:24",25),
    (1298,6,1,"2016-04-10 14:11:29",4),
    (1239,6,1,"2016-04-10 14:11:29",4),
    (1401,6,1,"2016-04-10 14:11:29",4),
    (1298,6,1,"2016-04-10 14:11:29",4),
    (1239,6,1,"2016-04-10 14:11:29",4),
    (1298,6,1,"2016-04-10 14:11:29",4),
    (1298,6,1,"2016-04-10 14:11:29",4),
    (1400,6,1,"2016-04-10 14:11:29",4),
    (1401,6,1,"2016-04-10 14:11:29",7),
    (1298,6,1,"2016-04-10 14:11:29",7),
    (1239,6,1,"2016-04-10 14:11:29",7),
    (1235,6,1,"2016-04-10 14:11:29",7),
    (1300,6,1,"2016-04-10 14:11:29",7),
    (1298,6,1,"2016-04-10 14:11:29",7),
    (1300,6,1,"2016-04-10 14:11:29",7),
    (1391,6,1,"2016-04-10 14:11:29",7),
    (1237,10,1,"2016-04-12 17:30:32",22),
    (1300,8,1,"2016-04-12 17:30:32",2),
    (1300,9,1,"2016-04-12 17:30:32",2),
    (1300,10,1,"2016-04-12 17:30:32",2),
    (1391,8,1,"2016-04-12 17:30:32",2),
    (1300,8,1,"2016-04-12 17:30:32",2),
    (1238,8,1,"2016-04-12 17:30:32",18),
    (1401,8,1,"2016-04-12 17:30:32",18),
    (1238,6,1,"2016-04-12 17:30:32",18),
    (1300,8,1,"2016-04-12 17:30:32",18),
    (1239,8,1,"2016-04-12 17:30:32",18),
    (1238,8,1,"2016-04-12 17:30:32",18),
    (1237,8,1,"2016-04-12 17:30:32",18),
    (1300,10,1,"2016-04-12 17:30:32",24),
    (1400,8,1,"2016-04-12 17:30:32",2),
    (1298,9,1,"2016-04-12 17:30:32",2),
    (1300,10,1,"2016-04-12 17:30:32",2),
    (1300,8,1,"2016-04-12 17:30:32",2),
    (1400,8,1,"2016-04-12 17:30:32",2),
    (1391,8,1,"2016-04-12 17:30:32",19),
    (1300,8,1,"2016-04-12 17:30:32",19),
    (1239,6,1,"2016-04-12 17:30:32",19),
    (1239,8,1,"2016-04-12 17:30:32",19),
    (1391,8,1,"2016-04-12 17:30:32",19),
    (1239,8,1,"2016-04-12 17:30:32",19),
    (1298,8,1,"2016-04-12 17:30:32",19),
    (1235,10,1,"2016-04-14 17:47:15",10),
    (1237,10,1,"2016-04-14 17:47:15",10),
    (1298,8,1,"2016-04-14 17:47:15",10),
    (1400,15,1,"2016-04-14 17:47:15",10),
    (1298,15,1,"2016-04-14 17:47:15",13),
    (1300,15,1,"2016-04-14 17:47:15",13),
    (1391,15,1,"2016-04-14 17:47:15",13),
    (1298,12,1,"2016-04-14 17:47:15",42),
    (1239,10,1,"2016-04-14 17:47:15",42),
    (1391,10,1,"2016-04-14 17:47:15",42),
    (1238,10,1,"2016-04-14 17:47:15",42),
    (1239,10,1,"2016-04-14 17:47:15",27),
    (1298,8,1,"2016-04-14 17:47:15",27),
    (1400,12,1,"2016-04-14 17:47:15",27),
    (1391,15,1,"2016-04-14 17:47:15",27),
    (1200,10,1,"2016-04-14 17:47:15",10),
    (1391,10,1,"2016-04-14 17:47:15",10),
    (1300,8,1,"2016-04-14 17:47:15",10),
    (1238,15,1,"2016-04-14 17:47:15",10),
    (1391,15,1,"2016-04-14 17:47:15",13),
    (1238,15,1,"2016-04-14 17:47:15",13),
    (1239,15,1,"2016-04-14 17:47:15",13),
    (1239,12,1,"2016-04-14 17:47:15",43),
    (1298,10,1,"2016-04-14 17:47:15",43),
    (1300,10,1,"2016-04-14 17:47:15",43),
    (1237,10,1,"2016-04-14 17:47:15",43),
    (1298,10,1,"2016-04-14 17:47:15",25),
    (1238,8,1,"2016-04-14 17:47:15",25),
    (1298,12,1,"2016-04-14 17:47:15",25),
    (1239,15,1,"2016-04-14 17:47:15",25),
    (1401,10,1,"2016-04-21 18:48:19",10),
    (1298,10,1,"2016-04-21 18:48:19",10),
    (1237,10,1,"2016-04-21 18:48:19",10),
    (1298,12,1,"2016-04-21 18:48:19",10),
    (1238,12,1,"2016-04-21 18:48:19",42),
    (1391,12,1,"2016-04-21 18:48:19",42),
    (1239,12,1,"2016-04-21 18:48:19",42),
    (1239,12,1,"2016-04-21 18:48:19",42),
    (1237,10,1,"2016-04-21 18:48:19",10),
    (1239,10,1,"2016-04-21 18:48:19",10),
    (1298,10,1,"2016-04-21 18:48:19",10),
    (1237,12,1,"2016-04-21 18:48:19",10),
    (1300,12,1,"2016-04-21 18:48:19",43),
    (1300,12,1,"2016-04-21 18:48:19",43),
    (1238,12,1,"2016-04-21 18:48:19",43),
    (1238,12,1,"2016-04-21 18:48:19",43),
    (1300,6,1,"2016-04-22 19:39:02",18),
    (1237,5,1,"2016-04-22 19:39:02",18),
    (1238,5,1,"2016-04-22 19:39:02",18),
    (1391,6,1,"2016-04-22 19:39:02",18),
    (1298,8,1,"2016-04-22 19:39:02",18),
    (1298,8,1,"2016-04-22 19:39:02",2),
    (1300,8,1,"2016-04-22 19:39:02",2),
    (1391,12,1,"2016-04-22 19:39:02",2),
    (1300,12,1,"2016-04-22 19:39:02",2),
    (1298,12,1,"2016-04-22 19:39:02",2),
    (123,6,1,"2016-04-22 19:39:02",19),
    (1391,5,1,"2016-04-22 19:39:02",19),
    (1298,5,1,"2016-04-22 19:39:02",19),
    (1239,6,1,"2016-04-22 19:39:02",19),
    (1237,8,1,"2016-04-22 19:39:02",19),
    (1391,8,1,"2016-04-22 19:39:02",2),
    (1300,8,1,"2016-04-22 19:39:02",2),
    (1239,12,1,"2016-04-22 19:39:02",2),
    (1298,12,1,"2016-04-22 19:39:02",2),
    (1239,12,1,"2016-04-22 19:39:02",2),
    (1239,6,1,"2016-04-23 19:51:23",7),
    (1391,6,1,"2016-04-23 19:51:23",7),
    (1298,8,1,"2016-04-23 19:51:23",7),
    (1300,8,1,"2016-04-23 19:51:23",7),
    (1300,8,1,"2016-04-23 19:51:23",7),
    (1391,8,1,"2016-04-23 19:51:23",7),
    (1238,8,1,"2016-04-23 19:51:23",7),
    (1300,10,1,"2016-04-23 19:51:23",9),
    (1239,10,1,"2016-04-23 19:51:23",9),
    (1298,10,1,"2016-04-23 19:51:23",9),
    (1298,6,1,"2016-04-23 19:51:23",4),
    (1400,6,1,"2016-04-23 19:51:23",4),
    (1239,8,1,"2016-04-23 19:51:23",4),
    (1298,8,1,"2016-04-23 19:51:23",4),
    (1239,8,1,"2016-04-23 19:51:23",4),
    (1391,8,1,"2016-04-23 19:51:23",4),
    (1298,8,1,"2016-04-23 19:51:23",4),
    (1238,10,1,"2016-04-23 19:51:23",6),
    (1239,10,1,"2016-04-23 19:51:23",6),
    (1401,10,1,"2016-04-23 19:51:23",6),
    (1400,15,1,"2016-04-26 22:29:37",10),
    (1400,15,1,"2016-04-26 22:29:37",10),
    (1238,15,1,"2016-04-26 22:29:37",10),
    (1391,10,1,"2016-04-26 22:29:37",10),
